55.1724137931,0.5,IR,,,,,,,
41.3793103448,0.4,IR,,,,,,,
44.8275862069,0.3,IR,,,,,,,
44.8275862069,0.2,IR,,,,,,,
51.724137931,0.1,IR,,,,,,,
44.8275862069,0.5,RMP,,,,,,,
48.275862069,0.4,RMP,,,,,,,
44.8275862069,0.3,RMP,,,,,,,
48.275862069,0.2,RMP,,,,,,,
48.275862069,0.1,RMP,,,,,,,
44.8275862069,0.5,RH,,,,,,,
41.3793103448,0.4,RH,,,,,,,
75.8620689655,0.3,RH,,,,,,,
34.4827586207,0.2,RH,,,,,,,
34.4827586207,0.1,RH,,,,,,,
51.724137931,0.5,ST,,,,,,,
44.8275862069,0.4,ST,,,,,,,
48.275862069,0.3,ST,,,,,,,
44.8275862069,0.2,ST,,,,,,,
48.275862069,0.1,ST,,,,,,,
51.724137931,0.5,DTFS,,,,,,,
51.724137931,0.4,DTFS,,,,,,,
58.6206896552,0.3,DTFS,,,,,,,
48.275862069,0.2,DTFS,,,,,,,
44.8275862069,0.1,DTFS,,,,,,,
44.8275862069,0.5,SA,,,,,,,
55.1724137931,0.4,SA,,,,,,,
55.1724137931,0.3,SA,,,,,,,
51.724137931,0.2,SA,,,,,,,
48.275862069,0.1,SA,,,,,,,
55.1724137931,0.5,SD,,,,,,,
41.3793103448,0.4,SD,,,,,,,
51.724137931,0.3,SD,,,,,,,
51.724137931,0.2,SD,,,,,,,
51.724137931,0.1,SD,,,,,,,
51.724137931,0.5,fAHP,,,,,,,
51.724137931,0.4,fAHP,,,,,,,
51.724137931,0.3,fAHP,,,,,,,
37.9310344828,0.2,fAHP,,,,,,,
51.724137931,0.1,fAHP,,,,,,,
34.4827586207,0.5,IR,RMP,,,,,,
51.724137931,0.4,IR,RMP,,,,,,
27.5862068966,0.3,IR,RMP,,,,,,
24.1379310345,0.2,IR,RMP,,,,,,
27.5862068966,0.1,IR,RMP,,,,,,
44.8275862069,0.5,IR,RH,,,,,,
44.8275862069,0.4,IR,RH,,,,,,
34.4827586207,0.3,IR,RH,,,,,,
44.8275862069,0.2,IR,RH,,,,,,
44.8275862069,0.1,IR,RH,,,,,,
58.6206896552,0.5,RMP,RH,,,,,,
55.1724137931,0.4,RMP,RH,,,,,,
41.3793103448,0.3,RMP,RH,,,,,,
37.9310344828,0.2,RMP,RH,,,,,,
44.8275862069,0.1,RMP,RH,,,,,,
65.5172413793,0.5,IR,ST,,,,,,
41.3793103448,0.4,IR,ST,,,,,,
41.3793103448,0.3,IR,ST,,,,,,
48.275862069,0.2,IR,ST,,,,,,
37.9310344828,0.1,IR,ST,,,,,,
51.724137931,0.5,RMP,ST,,,,,,
44.8275862069,0.4,RMP,ST,,,,,,
34.4827586207,0.3,RMP,ST,,,,,,
48.275862069,0.2,RMP,ST,,,,,,
37.9310344828,0.1,RMP,ST,,,,,,
37.9310344828,0.5,RH,ST,,,,,,
41.3793103448,0.4,RH,ST,,,,,,
65.5172413793,0.3,RH,ST,,,,,,
44.8275862069,0.2,RH,ST,,,,,,
44.8275862069,0.1,RH,ST,,,,,,
37.9310344828,0.5,IR,DTFS,,,,,,
44.8275862069,0.4,IR,DTFS,,,,,,
48.275862069,0.3,IR,DTFS,,,,,,
48.275862069,0.2,IR,DTFS,,,,,,
58.6206896552,0.1,IR,DTFS,,,,,,
48.275862069,0.5,RMP,DTFS,,,,,,
44.8275862069,0.4,RMP,DTFS,,,,,,
48.275862069,0.3,RMP,DTFS,,,,,,
48.275862069,0.2,RMP,DTFS,,,,,,
44.8275862069,0.1,RMP,DTFS,,,,,,
55.1724137931,0.5,RH,DTFS,,,,,,
37.9310344828,0.4,RH,DTFS,,,,,,
34.4827586207,0.3,RH,DTFS,,,,,,
68.9655172414,0.2,RH,DTFS,,,,,,
41.3793103448,0.1,RH,DTFS,,,,,,
51.724137931,0.5,ST,DTFS,,,,,,
48.275862069,0.4,ST,DTFS,,,,,,
48.275862069,0.3,ST,DTFS,,,,,,
48.275862069,0.2,ST,DTFS,,,,,,
55.1724137931,0.1,ST,DTFS,,,,,,
51.724137931,0.5,IR,SA,,,,,,
51.724137931,0.4,IR,SA,,,,,,
55.1724137931,0.3,IR,SA,,,,,,
37.9310344828,0.2,IR,SA,,,,,,
48.275862069,0.1,IR,SA,,,,,,
58.6206896552,0.5,RMP,SA,,,,,,
41.3793103448,0.4,RMP,SA,,,,,,
58.6206896552,0.3,RMP,SA,,,,,,
58.6206896552,0.2,RMP,SA,,,,,,
51.724137931,0.1,RMP,SA,,,,,,
44.8275862069,0.5,RH,SA,,,,,,
51.724137931,0.4,RH,SA,,,,,,
41.3793103448,0.3,RH,SA,,,,,,
48.275862069,0.2,RH,SA,,,,,,
51.724137931,0.1,RH,SA,,,,,,
51.724137931,0.5,ST,SA,,,,,,
48.275862069,0.4,ST,SA,,,,,,
62.0689655172,0.3,ST,SA,,,,,,
55.1724137931,0.2,ST,SA,,,,,,
48.275862069,0.1,ST,SA,,,,,,
55.1724137931,0.5,DTFS,SA,,,,,,
55.1724137931,0.4,DTFS,SA,,,,,,
37.9310344828,0.3,DTFS,SA,,,,,,
37.9310344828,0.2,DTFS,SA,,,,,,
51.724137931,0.1,DTFS,SA,,,,,,
37.9310344828,0.5,IR,SD,,,,,,
34.4827586207,0.4,IR,SD,,,,,,
37.9310344828,0.3,IR,SD,,,,,,
41.3793103448,0.2,IR,SD,,,,,,
41.3793103448,0.1,IR,SD,,,,,,
31.0344827586,0.5,RMP,SD,,,,,,
41.3793103448,0.4,RMP,SD,,,,,,
31.0344827586,0.3,RMP,SD,,,,,,
34.4827586207,0.2,RMP,SD,,,,,,
51.724137931,0.1,RMP,SD,,,,,,
37.9310344828,0.5,RH,SD,,,,,,
34.4827586207,0.4,RH,SD,,,,,,
37.9310344828,0.3,RH,SD,,,,,,
41.3793103448,0.2,RH,SD,,,,,,
44.8275862069,0.1,RH,SD,,,,,,
44.8275862069,0.5,ST,SD,,,,,,
65.5172413793,0.4,ST,SD,,,,,,
65.5172413793,0.3,ST,SD,,,,,,
58.6206896552,0.2,ST,SD,,,,,,
37.9310344828,0.1,ST,SD,,,,,,
41.3793103448,0.5,DTFS,SD,,,,,,
41.3793103448,0.4,DTFS,SD,,,,,,
51.724137931,0.3,DTFS,SD,,,,,,
44.8275862069,0.2,DTFS,SD,,,,,,
48.275862069,0.1,DTFS,SD,,,,,,
34.4827586207,0.5,SA,SD,,,,,,
55.1724137931,0.4,SA,SD,,,,,,
41.3793103448,0.3,SA,SD,,,,,,
51.724137931,0.2,SA,SD,,,,,,
41.3793103448,0.1,SA,SD,,,,,,
27.5862068966,0.5,IR,fAHP,,,,,,
41.3793103448,0.4,IR,fAHP,,,,,,
24.1379310345,0.3,IR,fAHP,,,,,,
31.0344827586,0.2,IR,fAHP,,,,,,
62.0689655172,0.1,IR,fAHP,,,,,,
44.8275862069,0.5,RMP,fAHP,,,,,,
55.1724137931,0.4,RMP,fAHP,,,,,,
68.9655172414,0.3,RMP,fAHP,,,,,,
51.724137931,0.2,RMP,fAHP,,,,,,
62.0689655172,0.1,RMP,fAHP,,,,,,
