25.5764541972,86.2068965517,,RMP,RH,ST,,SA,SD,,52,80,132,,,,
29.2859630791,89.6551724138,IR,,RH,ST,,SA,SD,,228,221,449,,,,
23.9881574364,86.2068965517,,,RH,ST,,SA,SD,,94,24,118,,,,
26.245210728,86.2068965517,IR,RMP,,ST,,SA,SD,,53,103,156,,,,
25.4127481714,86.2068965517,,RMP,,ST,,SA,SD,,95,69,164,,,,
24.3120863811,86.2068965517,IR,,,ST,,SA,SD,,96,33,129,,,,
23.9777081157,86.2068965517,,,,ST,,SA,SD,,141,23,164,,,,
34.5384883316,86.2068965517,IR,RMP,RH,,,SA,SD,,54,253,307,,,,
27.2657610589,86.2068965517,,RMP,RH,,,SA,SD,,97,162,259,,,,
32.6123301985,89.6551724138,IR,,RH,,,SA,SD,,240,242,482,,,,
28.2061999303,86.2068965517,,,RH,,,SA,SD,,142,195,337,,,,
28.8645071404,86.2068965517,IR,RMP,,,,SA,SD,,98,213,311,,,,
23.451758969,86.2068965517,,RMP,,,,SA,SD,,143,14,157,,,,
27.0672239638,86.2068965517,IR,,,,,SA,SD,,144,144,288,,,,
24.9355625218,86.2068965517,,,,,,SA,SD,,175,55,230,,,,
27.2692441658,89.6551724138,IR,RMP,RH,ST,DTFS,,SD,,215,163,378,,,,
24.3504005573,86.2068965517,,RMP,RH,ST,DTFS,,SD,,55,35,90,,,,
28.324625566,86.2068965517,IR,,RH,ST,DTFS,,SD,,56,197,253,,,,
24.7091605712,86.2068965517,,,RH,ST,DTFS,,SD,,99,46,145,,,,
26.8094740509,89.6551724138,IR,RMP,,ST,DTFS,,SD,,229,131,360,,,,
24.670846395,86.2068965517,,RMP,,ST,DTFS,,SD,,100,44,144,,,,
27.0602577499,89.6551724138,IR,,,ST,DTFS,,SD,,241,141,382,,,,
24.5977011494,86.2068965517,,,,ST,DTFS,,SD,,145,41,186,,,,
29.0665273424,89.6551724138,IR,RMP,RH,,DTFS,,SD,,230,217,447,,,,
25.7924068269,86.2068965517,,RMP,RH,,DTFS,,SD,,101,89,190,,,,
29.0142807384,86.2068965517,IR,,RH,,DTFS,,SD,,102,215,317,,,,
24.113549286,86.2068965517,,,RH,,DTFS,,SD,,146,28,174,,,,
28.4883315918,89.6551724138,IR,RMP,,,DTFS,,SD,,242,200,442,,,,
24.3190525949,86.2068965517,,RMP,,,DTFS,,SD,,147,34,181,,,,
25.5973528387,86.2068965517,IR,,,,DTFS,,SD,,148,82,230,,,,
22.7795193313,86.2068965517,,,,,DTFS,,SD,,176,5,181,,,,
26.6980146291,86.2068965517,IR,RMP,RH,ST,,,SD,,57,124,181,,,,
25.990943922,86.2068965517,,RMP,RH,ST,,,SD,,103,96,199,,,,
32.1386276559,86.2068965517,IR,,RH,ST,,,SD,,104,237,341,,,,
26.1616161616,86.2068965517,,,RH,ST,,,SD,,149,100,249,,,,
27.7081156392,86.2068965517,IR,RMP,,ST,,,SD,,105,182,287,,,,
25.4928596308,93.1034482759,,RMP,,ST,,,SD,,255,77,332,,,,
24.8032044584,89.6551724138,IR,,,ST,,,SD,,246,51,297,,,,
25.4649947753,89.6551724138,,,,ST,,,SD,,252,76,328,,,,
33.1800766284,86.2068965517,IR,RMP,RH,,,,SD,,106,246,352,,,,
28.7495646116,86.2068965517,,RMP,RH,,,,SD,,150,208,358,,,,
29.5123650296,89.6551724138,IR,,RH,,,,SD,,247,223,470,,,,
24.4130964821,86.2068965517,,,RH,,,,SD,,177,38,215,,,,
27.1438523163,86.2068965517,IR,RMP,,,,,SD,,151,152,303,,,,
24.1065830721,86.2068965517,,RMP,,,,,SD,,178,27,205,,,,
22.4312086381,89.6551724138,IR,,,,,,SD,,253,3,256,,,,
24.2041100662,86.2068965517,,,,,,,SD,,194,31,225,,,,
27.0637408568,89.6551724138,IR,RMP,RH,ST,DTFS,SA,,,216,142,358,,,,
26.4228491815,86.2068965517,,RMP,RH,ST,DTFS,SA,,,58,111,169,,,,
28.0877742947,89.6551724138,IR,,RH,ST,DTFS,SA,,,231,192,423,,,,
