47.9885057471;72.4137931034;RMP-RH-ST-SD----
42.6724137931;72.4137931034;IR-RMP-DTFS-SD----
50.0;58.6206896552;IR-RH-DTFS-SD----
53.7356321839;68.9655172414;RMP-RH-DTFS-SD----
52.4425287356;62.0689655172;IR-ST-DTFS-SD----
48.1321839081;62.0689655172;RMP-ST-DTFS-SD----
50.5747126437;68.9655172414;RH-ST-DTFS-SD----
46.2643678161;62.0689655172;IR-RMP-SA-SD----
52.2988505747;65.5172413793;IR-RH-SA-SD----
49.5689655172;65.5172413793;RMP-RH-SA-SD----
49.4252873563;72.4137931034;IR-ST-SA-SD----
52.4425287356;68.9655172414;RMP-ST-SA-SD----
46.8390804598;58.6206896552;RH-ST-SA-SD----
51.0057471265;68.9655172414;IR-DTFS-SA-SD----
50.8620689655;72.4137931034;RMP-DTFS-SA-SD----
48.7068965517;68.9655172414;RH-DTFS-SA-SD----
53.1609195402;68.9655172414;ST-DTFS-SA-SD----
51.0057471264;58.6206896552;IR-RMP-RH-fAHP----
46.8390804598;65.5172413793;IR-RMP-ST-fAHP----
43.5344827586;58.6206896552;IR-RH-ST-fAHP----
46.2643678161;68.9655172414;RMP-RH-ST-fAHP----
48.8505747126;58.6206896552;IR-RMP-DTFS-fAHP----
47.5574712644;72.4137931034;IR-RH-DTFS-fAHP----
50.4310344828;68.9655172414;RMP-RH-DTFS-fAHP----
51.1494252874;58.6206896552;IR-ST-DTFS-fAHP----
46.2643678161;62.0689655172;RMP-ST-DTFS-fAHP----
47.5574712644;68.9655172414;RH-ST-DTFS-fAHP----
49.1379310345;72.4137931034;IR-RMP-SA-fAHP----
46.408045977;62.0689655172;IR-RH-SA-fAHP----
48.9942528736;65.5172413793;RMP-RH-SA-fAHP----
48.1321839081;65.5172413793;IR-ST-SA-fAHP----
49.1379310345;72.4137931034;RMP-ST-SA-fAHP----
54.5977011494;65.5172413793;RH-ST-SA-fAHP----
49.8563218391;65.5172413793;IR-DTFS-SA-fAHP----
55.316091954;65.5172413793;RMP-DTFS-SA-fAHP----
47.1264367816;65.5172413793;RH-DTFS-SA-fAHP----
47.1264367816;62.0689655172;ST-DTFS-SA-fAHP----
50.5747126437;82.7586206897;IR-RMP-SD-fAHP----
50.7183908046;65.5172413793;IR-RH-SD-fAHP----
52.7298850575;65.5172413793;RMP-RH-SD-fAHP----
52.2988505747;68.9655172414;IR-ST-SD-fAHP----
49.1379310345;68.9655172414;RMP-ST-SD-fAHP----
51.0057471264;72.4137931034;RH-ST-SD-fAHP----
52.1551724138;65.5172413793;IR-DTFS-SD-fAHP----
52.7298850575;68.9655172414;RMP-DTFS-SD-fAHP----
48.9942528736;68.9655172414;RH-DTFS-SD-fAHP----
52.7298850575;65.5172413793;ST-DTFS-SD-fAHP----
46.408045977;58.6206896552;IR-SA-SD-fAHP----
53.591954023;58.6206896552;RMP-SA-SD-fAHP----
50.5747126437;68.9655172414;RH-SA-SD-fAHP----
48.9942528736;62.0689655172;ST-SA-SD-fAHP----
52.0114942529;72.4137931034;DTFS-SA-SD-fAHP----
41.3793103448;65.5172413793;IR-RMP-RH-ST-DTFS---
50.4310344828;68.9655172414;IR-RMP-RH-ST-SA---
49.1379310345;65.5172413793;IR-RMP-RH-DTFS-SA---
55.0287356322;75.8620689655;IR-RMP-ST-DTFS-SA---
48.7068965517;65.5172413793;IR-RH-ST-DTFS-SA---
50.1436781609;72.4137931034;RMP-RH-ST-DTFS-SA---
49.1379310345;65.5172413793;IR-RMP-RH-ST-SD---
47.7011494253;62.0689655172;IR-RMP-RH-DTFS-SD---
47.1264367816;68.9655172414;IR-RMP-ST-DTFS-SD---
54.3103448276;72.4137931034;IR-RH-ST-DTFS-SD---
56.3218390805;75.8620689655;RMP-RH-ST-DTFS-SD---
47.5574712644;65.5172413793;IR-RMP-RH-SA-SD---
51.0057471264;62.0689655172;IR-RMP-ST-SA-SD---
54.4540229885;65.5172413793;IR-RH-ST-SA-SD---
53.0172413793;72.4137931034;RMP-RH-ST-SA-SD---
55.4597701149;79.3103448276;IR-RMP-DTFS-SA-SD---
53.8793103448;75.8620689655;IR-RH-DTFS-SA-SD---
49.5689655172;72.4137931034;RMP-RH-DTFS-SA-SD---
53.4482758621;79.3103448276;IR-ST-DTFS-SA-SD---
49.5689655172;58.6206896552;RMP-ST-DTFS-SA-SD---
44.3965517241;62.0689655172;RH-ST-DTFS-SA-SD---
50.7183908046;65.5172413793;IR-RMP-RH-ST-fAHP---
56.7528735632;72.4137931034;IR-RMP-RH-DTFS-fAHP---
50.4310344828;65.5172413793;IR-RMP-ST-DTFS-fAHP---
52.7298850575;65.5172413793;IR-RH-ST-DTFS-fAHP---
48.7068965517;65.5172413793;RMP-RH-ST-DTFS-fAHP---
46.408045977;72.4137931034;IR-RMP-RH-SA-fAHP---
52.0114942529;62.0689655172;IR-RMP-ST-SA-fAHP---
47.5574712644;62.0689655172;IR-RH-ST-SA-fAHP---
49.5689655173;65.5172413793;RMP-RH-ST-SA-fAHP---
50.0;65.5172413793;IR-RMP-DTFS-SA-fAHP---
46.408045977;62.0689655172;IR-RH-DTFS-SA-fAHP---
52.4425287356;68.9655172414;RMP-RH-DTFS-SA-fAHP---
52.0114942529;62.0689655172;IR-ST-DTFS-SA-fAHP---
48.8505747127;58.6206896552;RMP-ST-DTFS-SA-fAHP---
48.5632183908;68.9655172414;RH-ST-DTFS-SA-fAHP---
44.683908046;58.6206896552;IR-RMP-RH-SD-fAHP---
53.1609195402;65.5172413793;IR-RMP-ST-SD-fAHP---
58.7643678161;68.9655172414;IR-RH-ST-SD-fAHP---
55.8908045977;68.9655172414;RMP-RH-ST-SD-fAHP---
53.4482758621;62.0689655172;IR-RMP-DTFS-SD-fAHP---
49.7126436782;68.9655172414;IR-RH-DTFS-SD-fAHP---
55.316091954;65.5172413793;RMP-RH-DTFS-SD-fAHP---
53.591954023;72.4137931034;IR-ST-DTFS-SD-fAHP---
52.7298850575;75.8620689655;RMP-ST-DTFS-SD-fAHP---
49.8563218391;79.3103448276;RH-ST-DTFS-SD-fAHP---
47.7011494253;72.4137931034;IR-RMP-SA-SD-fAHP---
47.1264367816;72.4137931034;IR-RH-SA-SD-fAHP---
51.1494252874;68.9655172414;RMP-RH-SA-SD-fAHP---
50.7183908046;72.4137931034;IR-ST-SA-SD-fAHP---
57.9022988506;72.4137931034;RMP-ST-SA-SD-fAHP---
53.1609195402;79.3103448276;RH-ST-SA-SD-fAHP---
51.0057471264;65.5172413793;IR-DTFS-SA-SD-fAHP---
50.0;55.1724137931;RMP-DTFS-SA-SD-fAHP---
50.2873563218;68.9655172414;RH-DTFS-SA-SD-fAHP---
51.2931034483;68.9655172414;ST-DTFS-SA-SD-fAHP---
52.7298850575;68.9655172414;IR-RMP-RH-ST-DTFS-SA--
51.8678160919;75.8620689655;IR-RMP-RH-ST-DTFS-SD--
53.1609195402;62.0689655172;IR-RMP-RH-ST-SA-SD--
51.8678160919;68.9655172414;IR-RMP-RH-DTFS-SA-SD--
56.4655172414;68.9655172414;IR-RMP-ST-DTFS-SA-SD--
54.4540229885;62.0689655172;IR-RH-ST-DTFS-SA-SD--
54.1666666667;79.3103448276;RMP-RH-ST-DTFS-SA-SD--
54.7413793103;65.5172413793;IR-RMP-RH-ST-DTFS-fAHP--
48.1321839081;62.0689655172;IR-RMP-RH-ST-SA-fAHP--
48.7068965517;68.9655172414;IR-RMP-RH-DTFS-SA-fAHP--
54.0229885058;65.5172413793;IR-RMP-ST-DTFS-SA-fAHP--
47.8448275862;72.4137931034;IR-RH-ST-DTFS-SA-fAHP--
51.2931034483;68.9655172414;RMP-RH-ST-DTFS-SA-fAHP--
55.1724137931;75.8620689655;IR-RMP-RH-ST-SD-fAHP--
49.5689655172;65.5172413793;IR-RMP-RH-DTFS-SD-fAHP--
49.7126436782;65.5172413793;IR-RMP-ST-DTFS-SD-fAHP--
