0.0,1e-05,1,0,IR,
0.0,1e-05,0.1,0.1,IR,
0.0,1e-05,0.01,0.2,IR,
0.0,1e-05,0.001,0.3,IR,
0.0,1e-05,0.0001,0.4,IR,
0.0,1e-05,1e-05,0.5,IR,
0.0,1e-05,1e-06,0.6,IR,
0.0,1e-05,1e-07,0.7,IR,
0.0,1e-05,1e-08,0.8,IR,
0.0,1e-05,1e-09,0.9,IR,
0.0,0.0001,1,0,IR,
0.0,0.0001,0.1,0.1,IR,
0.0,0.0001,0.01,0.2,IR,
0.0,0.0001,0.001,0.3,IR,
0.0,0.0001,0.0001,0.4,IR,
0.0,0.0001,1e-05,0.5,IR,
0.0,0.0001,1e-06,0.6,IR,
0.0,0.0001,1e-07,0.7,IR,
0.0,0.0001,1e-08,0.8,IR,
0.0,0.0001,1e-09,0.9,IR,
0.0,0.001,1,0,IR,
0.0,0.001,0.1,0.1,IR,
0.0,0.001,0.01,0.2,IR,
0.0,0.001,0.001,0.3,IR,
0.0,0.001,0.0001,0.4,IR,
0.0,0.001,1e-05,0.5,IR,
0.0,0.001,1e-06,0.6,IR,
0.0,0.001,1e-07,0.7,IR,
0.0,0.001,1e-08,0.8,IR,
0.0,0.001,1e-09,0.9,IR,
0.0,0.01,1,0,IR,
0.0,0.01,0.1,0.1,IR,
0.0,0.01,0.01,0.2,IR,
0.0,0.01,0.001,0.3,IR,
0.0,0.01,0.0001,0.4,IR,
0.0,0.01,1e-05,0.5,IR,
0.0,0.01,1e-06,0.6,IR,
0.0,0.01,1e-07,0.7,IR,
0.0,0.01,1e-08,0.8,IR,
0.0,0.01,1e-09,0.9,IR,
0.0,0.1,1,0,IR,
0.0,0.1,0.1,0.1,IR,
0.0,0.1,0.01,0.2,IR,
0.0,0.1,0.001,0.3,IR,
0.0,0.1,0.0001,0.4,IR,
0.0,0.1,1e-05,0.5,IR,
0.0,0.1,1e-06,0.6,IR,
0.0,0.1,1e-07,0.7,IR,
0.0,0.1,1e-08,0.8,IR,
0.0,0.1,1e-09,0.9,IR,
0.0,1.0,1,0,IR,
0.0,1.0,0.1,0.1,IR,
0.0,1.0,0.01,0.2,IR,
0.0,1.0,0.001,0.3,IR,
0.0,1.0,0.0001,0.4,IR,
0.0,1.0,1e-05,0.5,IR,
0.0,1.0,1e-06,0.6,IR,
0.0,1.0,1e-07,0.7,IR,
0.0,1.0,1e-08,0.8,IR,
0.0,1.0,1e-09,0.9,IR,
0.0,10.0,1,0,IR,
0.0,10.0,0.1,0.1,IR,
0.0,10.0,0.01,0.2,IR,
0.0,10.0,0.001,0.3,IR,
0.0,10.0,0.0001,0.4,IR,
0.0,10.0,1e-05,0.5,IR,
0.0,10.0,1e-06,0.6,IR,
0.0,10.0,1e-07,0.7,IR,
0.0,10.0,1e-08,0.8,IR,
0.0,10.0,1e-09,0.9,IR,
0.0,100.0,1,0,IR,
0.0,100.0,0.1,0.1,IR,
0.0,100.0,0.01,0.2,IR,
0.0,100.0,0.001,0.3,IR,
0.0,100.0,0.0001,0.4,IR,
0.0,100.0,1e-05,0.5,IR,
0.0,100.0,1e-06,0.6,IR,
0.0,100.0,1e-07,0.7,IR,
0.0,100.0,1e-08,0.8,IR,
0.0,100.0,1e-09,0.9,IR,
0.0,1000.0,1,0,IR,
0.0,1000.0,0.1,0.1,IR,
0.0,1000.0,0.01,0.2,IR,
0.0,1000.0,0.001,0.3,IR,
0.0,1000.0,0.0001,0.4,IR,
0.0,1000.0,1e-05,0.5,IR,
0.0,1000.0,1e-06,0.6,IR,
0.0,1000.0,1e-07,0.7,IR,
0.0,1000.0,1e-08,0.8,IR,
0.0,1000.0,1e-09,0.9,IR,
0.0,1e-05,1,0,RMP,
0.0,1e-05,0.1,0.1,RMP,
0.0,1e-05,0.01,0.2,RMP,
0.0,1e-05,0.001,0.3,RMP,
0.0,1e-05,0.0001,0.4,RMP,
0.0,1e-05,1e-05,0.5,RMP,
0.0,1e-05,1e-06,0.6,RMP,
0.0,1e-05,1e-07,0.7,RMP,
0.0,1e-05,1e-08,0.8,RMP,
0.0,1e-05,1e-09,0.9,RMP,
0.0,0.0001,1,0,RMP,
0.0,0.0001,0.1,0.1,RMP,
0.0,0.0001,0.01,0.2,RMP,
0.0,0.0001,0.001,0.3,RMP,
0.0,0.0001,0.0001,0.4,RMP,
0.0,0.0001,1e-05,0.5,RMP,
0.0,0.0001,1e-06,0.6,RMP,
0.0,0.0001,1e-07,0.7,RMP,
0.0,0.0001,1e-08,0.8,RMP,
0.0,0.0001,1e-09,0.9,RMP,
0.0,0.001,1,0,RMP,
0.0,0.001,0.1,0.1,RMP,
0.0,0.001,0.01,0.2,RMP,
0.0,0.001,0.001,0.3,RMP,
0.0,0.001,0.0001,0.4,RMP,
0.0,0.001,1e-05,0.5,RMP,
0.0,0.001,1e-06,0.6,RMP,
0.0,0.001,1e-07,0.7,RMP,
0.0,0.001,1e-08,0.8,RMP,
0.0,0.001,1e-09,0.9,RMP,
0.0,0.01,1,0,RMP,
0.0,0.01,0.1,0.1,RMP,
0.0,0.01,0.01,0.2,RMP,
0.0,0.01,0.001,0.3,RMP,
0.0,0.01,0.0001,0.4,RMP,
0.0,0.01,1e-05,0.5,RMP,
0.0,0.01,1e-06,0.6,RMP,
0.0,0.01,1e-07,0.7,RMP,
0.0,0.01,1e-08,0.8,RMP,
0.0,0.01,1e-09,0.9,RMP,
0.0,0.1,1,0,RMP,
0.0,0.1,0.1,0.1,RMP,
0.0,0.1,0.01,0.2,RMP,
0.0,0.1,0.001,0.3,RMP,
0.0,0.1,0.0001,0.4,RMP,
0.0,0.1,1e-05,0.5,RMP,
0.0,0.1,1e-06,0.6,RMP,
0.0,0.1,1e-07,0.7,RMP,
0.0,0.1,1e-08,0.8,RMP,
0.0,0.1,1e-09,0.9,RMP,
0.0,1.0,1,0,RMP,
0.0,1.0,0.1,0.1,RMP,
0.0,1.0,0.01,0.2,RMP,
0.0,1.0,0.001,0.3,RMP,
0.0,1.0,0.0001,0.4,RMP,
0.0,1.0,1e-05,0.5,RMP,
0.0,1.0,1e-06,0.6,RMP,
0.0,1.0,1e-07,0.7,RMP,
0.0,1.0,1e-08,0.8,RMP,
0.0,1.0,1e-09,0.9,RMP,
0.0,10.0,1,0,RMP,
0.0,10.0,0.1,0.1,RMP,
0.0,10.0,0.01,0.2,RMP,
0.0,10.0,0.001,0.3,RMP,
0.0,10.0,0.0001,0.4,RMP,
0.0,10.0,1e-05,0.5,RMP,
0.0,10.0,1e-06,0.6,RMP,
0.0,10.0,1e-07,0.7,RMP,
0.0,10.0,1e-08,0.8,RMP,
0.0,10.0,1e-09,0.9,RMP,
0.0,100.0,1,0,RMP,
0.0,100.0,0.1,0.1,RMP,
0.0,100.0,0.01,0.2,RMP,
0.0,100.0,0.001,0.3,RMP,
0.0,100.0,0.0001,0.4,RMP,
0.0,100.0,1e-05,0.5,RMP,
0.0,100.0,1e-06,0.6,RMP,
0.0,100.0,1e-07,0.7,RMP,
0.0,100.0,1e-08,0.8,RMP,
0.0,100.0,1e-09,0.9,RMP,
0.0,1000.0,1,0,RMP,
0.0,1000.0,0.1,0.1,RMP,
0.0,1000.0,0.01,0.2,RMP,
0.0,1000.0,0.001,0.3,RMP,
0.0,1000.0,0.0001,0.4,RMP,
0.0,1000.0,1e-05,0.5,RMP,
0.0,1000.0,1e-06,0.6,RMP,
0.0,1000.0,1e-07,0.7,RMP,
0.0,1000.0,1e-08,0.8,RMP,
0.0,1000.0,1e-09,0.9,RMP,
0.0,1e-05,1,0,RH,
0.0,1e-05,0.1,0.1,RH,
0.0,1e-05,0.01,0.2,RH,
0.0,1e-05,0.001,0.3,RH,
0.0,1e-05,0.0001,0.4,RH,
0.0,1e-05,1e-05,0.5,RH,
0.0,1e-05,1e-06,0.6,RH,
0.0,1e-05,1e-07,0.7,RH,
0.0,1e-05,1e-08,0.8,RH,
0.0,1e-05,1e-09,0.9,RH,
0.0,0.0001,1,0,RH,
0.0,0.0001,0.1,0.1,RH,
0.0,0.0001,0.01,0.2,RH,
0.0,0.0001,0.001,0.3,RH,
0.0,0.0001,0.0001,0.4,RH,
0.0,0.0001,1e-05,0.5,RH,
0.0,0.0001,1e-06,0.6,RH,
0.0,0.0001,1e-07,0.7,RH,
0.0,0.0001,1e-08,0.8,RH,
0.0,0.0001,1e-09,0.9,RH,
0.0,0.001,1,0,RH,
0.0,0.001,0.1,0.1,RH,
0.0,0.001,0.01,0.2,RH,
0.0,0.001,0.001,0.3,RH,
0.0,0.001,0.0001,0.4,RH,
0.0,0.001,1e-05,0.5,RH,
0.0,0.001,1e-06,0.6,RH,
0.0,0.001,1e-07,0.7,RH,
0.0,0.001,1e-08,0.8,RH,
0.0,0.001,1e-09,0.9,RH,
0.0,0.01,1,0,RH,
0.0,0.01,0.1,0.1,RH,
0.0,0.01,0.01,0.2,RH,
0.0,0.01,0.001,0.3,RH,
0.0,0.01,0.0001,0.4,RH,
0.0,0.01,1e-05,0.5,RH,
0.0,0.01,1e-06,0.6,RH,
0.0,0.01,1e-07,0.7,RH,
0.0,0.01,1e-08,0.8,RH,
0.0,0.01,1e-09,0.9,RH,
0.0,0.1,1,0,RH,
0.0,0.1,0.1,0.1,RH,
0.0,0.1,0.01,0.2,RH,
0.0,0.1,0.001,0.3,RH,
0.0,0.1,0.0001,0.4,RH,
0.0,0.1,1e-05,0.5,RH,
0.0,0.1,1e-06,0.6,RH,
0.0,0.1,1e-07,0.7,RH,
0.0,0.1,1e-08,0.8,RH,
0.0,0.1,1e-09,0.9,RH,
0.0,1.0,1,0,RH,
0.0,1.0,0.1,0.1,RH,
0.0,1.0,0.01,0.2,RH,
0.0,1.0,0.001,0.3,RH,
0.0,1.0,0.0001,0.4,RH,
0.0,1.0,1e-05,0.5,RH,
0.0,1.0,1e-06,0.6,RH,
0.0,1.0,1e-07,0.7,RH,
0.0,1.0,1e-08,0.8,RH,
0.0,1.0,1e-09,0.9,RH,
0.0,10.0,1,0,RH,
0.0,10.0,0.1,0.1,RH,
0.0,10.0,0.01,0.2,RH,
0.0,10.0,0.001,0.3,RH,
0.0,10.0,0.0001,0.4,RH,
0.0,10.0,1e-05,0.5,RH,
0.0,10.0,1e-06,0.6,RH,
0.0,10.0,1e-07,0.7,RH,
0.0,10.0,1e-08,0.8,RH,
0.0,10.0,1e-09,0.9,RH,
0.0,100.0,1,0,RH,
0.0,100.0,0.1,0.1,RH,
0.0,100.0,0.01,0.2,RH,
0.0,100.0,0.001,0.3,RH,
0.0,100.0,0.0001,0.4,RH,
0.0,100.0,1e-05,0.5,RH,
0.0,100.0,1e-06,0.6,RH,
0.0,100.0,1e-07,0.7,RH,
0.0,100.0,1e-08,0.8,RH,
0.0,100.0,1e-09,0.9,RH,
0.0,1000.0,1,0,RH,
0.0,1000.0,0.1,0.1,RH,
0.0,1000.0,0.01,0.2,RH,
0.0,1000.0,0.001,0.3,RH,
0.0,1000.0,0.0001,0.4,RH,
0.0,1000.0,1e-05,0.5,RH,
0.0,1000.0,1e-06,0.6,RH,
0.0,1000.0,1e-07,0.7,RH,
0.0,1000.0,1e-08,0.8,RH,
0.0,1000.0,1e-09,0.9,RH,
0.0,1e-05,1,0,ST,
0.0,1e-05,0.1,0.1,ST,
0.0,1e-05,0.01,0.2,ST,
0.0,1e-05,0.001,0.3,ST,
0.0,1e-05,0.0001,0.4,ST,
0.0,1e-05,1e-05,0.5,ST,
0.0,1e-05,1e-06,0.6,ST,
0.0,1e-05,1e-07,0.7,ST,
0.0,1e-05,1e-08,0.8,ST,
0.0,1e-05,1e-09,0.9,ST,
0.0,0.0001,1,0,ST,
0.0,0.0001,0.1,0.1,ST,
0.0,0.0001,0.01,0.2,ST,
0.0,0.0001,0.001,0.3,ST,
0.0,0.0001,0.0001,0.4,ST,
0.0,0.0001,1e-05,0.5,ST,
0.0,0.0001,1e-06,0.6,ST,
0.0,0.0001,1e-07,0.7,ST,
0.0,0.0001,1e-08,0.8,ST,
0.0,0.0001,1e-09,0.9,ST,
0.0,0.001,1,0,ST,
0.0,0.001,0.1,0.1,ST,
0.0,0.001,0.01,0.2,ST,
