46.8531468531,63.6363636364,IR-
49.6503496503,54.5454545455,RMP-
46.8531468531,63.6363636364,RH-
44.7552447552,72.7272727273,ST-
49.6503496503,54.5454545455,DTFS-
48.2517482517,54.5454545455,SA-
41.2587412587,72.7272727273,SD-
41.958041958,72.7272727273,fAHP-
39.8601398601,54.5454545455,IR-RMP-
48.951048951,54.5454545455,IR-RH-
42.6573426573,54.5454545455,RMP-RH-
48.2517482517,54.5454545455,IR-ST-
52.4475524476,63.6363636364,RMP-ST-
43.3566433566,54.5454545455,RH-ST-
44.7552447552,63.6363636364,IR-DTFS-
54.5454545454,90.9090909091,RMP-DTFS-
50.3496503496,63.6363636364,RH-DTFS-
49.6503496503,54.5454545455,ST-DTFS-
47.5524475524,54.5454545455,IR-SA-
42.6573426573,63.6363636364,RMP-SA-
44.0559440559,54.5454545455,RH-SA-
47.5524475524,63.6363636364,ST-SA-
55.2447552448,72.7272727273,DTFS-SA-
37.0629370629,72.7272727273,IR-SD-
47.5524475524,54.5454545455,RMP-SD-
44.7552447552,63.6363636364,RH-SD-
51.7482517483,54.5454545455,ST-SD-
48.2517482517,72.7272727273,DTFS-SD-
44.7552447552,63.6363636364,IR-fAHP-
51.7482517482,63.6363636364,RMP-fAHP-
41.958041958,54.5454545455,RH-fAHP-
43.3566433567,54.5454545455,ST-fAHP-
48.2517482517,54.5454545455,DTFS-fAHP-
51.048951049,63.6363636364,SA-fAHP-
45.4545454545,54.5454545455,SD-fAHP-
44.0559440559,63.6363636364,IR-RMP-RH-
45.4545454545,72.7272727273,IR-RMP-ST-
51.7482517482,72.7272727273,IR-RH-ST-
53.1468531469,81.8181818182,RMP-RH-ST-
46.1538461538,63.6363636364,IR-RMP-DTFS-
42.6573426573,72.7272727273,IR-RH-DTFS-
56.6433566434,81.8181818182,RMP-RH-DTFS-
46.8531468531,81.8181818182,IR-ST-DTFS-
39.8601398601,81.8181818182,RMP-ST-DTFS-
51.048951049,72.7272727273,RH-ST-DTFS-
46.8531468531,63.6363636364,IR-RMP-SA-
47.5524475524,63.6363636364,IR-RH-SA-
46.8531468531,54.5454545455,RMP-RH-SA-
47.5524475524,63.6363636364,IR-ST-SA-
53.8461538462,72.7272727273,RMP-ST-SA-
45.4545454545,54.5454545455,RH-ST-SA-
53.8461538462,72.7272727273,IR-DTFS-SA-
52.4475524476,63.6363636364,RMP-DTFS-SA-
53.1468531469,63.6363636364,RH-DTFS-SA-
56.6433566434,81.8181818182,ST-DTFS-SA-
48.951048951,54.5454545455,IR-RMP-SD-
39.1608391608,54.5454545455,IR-RH-SD-
46.8531468531,63.6363636364,RMP-RH-SD-
50.3496503497,54.5454545455,IR-ST-SD-
46.8531468531,63.6363636364,RMP-ST-SD-
43.3566433566,54.5454545455,RH-ST-SD-
46.8531468531,63.6363636364,IR-DTFS-SD-
58.041958042,63.6363636364,RMP-DTFS-SD-
46.8531468531,63.6363636364,RH-DTFS-SD-
46.8531468531,63.6363636364,ST-DTFS-SD-
48.2517482517,63.6363636364,IR-SA-SD-
41.958041958,54.5454545455,RMP-SA-SD-
48.2517482517,54.5454545455,RH-SA-SD-
51.048951049,63.6363636364,ST-SA-SD-
51.0489510489,72.7272727273,DTFS-SA-SD-
53.8461538461,72.7272727273,IR-RMP-fAHP-
46.8531468531,54.5454545455,IR-RH-fAHP-
48.951048951,54.5454545455,RMP-RH-fAHP-
36.3636363636,54.5454545455,IR-ST-fAHP-
44.7552447552,72.7272727273,RMP-ST-fAHP-
55.2447552448,72.7272727273,RH-ST-fAHP-
49.6503496504,54.5454545455,IR-DTFS-fAHP-
53.1468531469,72.7272727273,RMP-DTFS-fAHP-
50.3496503496,63.6363636364,RH-DTFS-fAHP-
48.2517482517,63.6363636364,ST-DTFS-fAHP-
45.4545454545,63.6363636364,IR-SA-fAHP-
40.5594405594,63.6363636364,RMP-SA-fAHP-
49.6503496503,63.6363636364,RH-SA-fAHP-
49.6503496503,63.6363636364,ST-SA-fAHP-
49.6503496503,72.7272727273,DTFS-SA-fAHP-
44.7552447552,63.6363636364,IR-SD-fAHP-
47.5524475524,63.6363636364,RMP-SD-fAHP-
51.048951049,63.6363636364,RH-SD-fAHP-
48.2517482517,54.5454545455,ST-SD-fAHP-
49.6503496503,54.5454545455,DTFS-SD-fAHP-
48.951048951,63.6363636364,SA-SD-fAHP-
48.2517482517,63.6363636364,IR-RMP-RH-ST-
54.5454545455,63.6363636364,IR-RMP-RH-DTFS-
54.5454545455,81.8181818182,IR-RMP-ST-DTFS-
51.7482517483,72.7272727273,IR-RH-ST-DTFS-
51.7482517483,63.6363636364,RMP-RH-ST-DTFS-
44.0559440559,63.6363636364,IR-RMP-RH-SA-
47.5524475524,63.6363636364,IR-RMP-ST-SA-
49.6503496503,81.8181818182,IR-RH-ST-SA-
51.7482517483,72.7272727273,RMP-RH-ST-SA-
58.041958042,72.7272727273,IR-RMP-DTFS-SA-
55.2447552448,63.6363636364,IR-RH-DTFS-SA-
46.8531468531,63.6363636364,RMP-RH-DTFS-SA-
49.6503496504,90.9090909091,IR-ST-DTFS-SA-
52.4475524476,81.8181818182,RMP-ST-DTFS-SA-
51.0489510489,72.7272727273,RH-ST-DTFS-SA-
44.0559440559,63.6363636364,IR-RMP-RH-SD-
46.1538461538,54.5454545455,IR-RMP-ST-SD-
46.1538461538,81.8181818182,IR-RH-ST-SD-
44.0559440559,63.6363636364,RMP-RH-ST-SD-
42.6573426573,54.5454545455,IR-RMP-DTFS-SD-
55.2447552448,72.7272727273,IR-RH-DTFS-SD-
54.5454545455,72.7272727273,RMP-RH-DTFS-SD-
51.048951049,54.5454545455,IR-ST-DTFS-SD-
45.4545454546,81.8181818182,RMP-ST-DTFS-SD-
50.3496503496,81.8181818182,RH-ST-DTFS-SD-
51.048951049,54.5454545455,IR-RMP-SA-SD-
41.958041958,72.7272727273,IR-RH-SA-SD-
32.1678321678,72.7272727273,RMP-RH-SA-SD-
46.8531468532,72.7272727273,IR-ST-SA-SD-
57.3426573427,63.6363636364,RMP-ST-SA-SD-
51.7482517483,63.6363636364,RH-ST-SA-SD-
50.3496503497,63.6363636364,IR-DTFS-SA-SD-
41.2587412587,63.6363636364,RMP-DTFS-SA-SD-
51.7482517483,72.7272727273,RH-DTFS-SA-SD-
49.6503496504,63.6363636364,ST-DTFS-SA-SD-
50.3496503496,63.6363636364,IR-RMP-RH-fAHP-
43.3566433566,54.5454545455,IR-RMP-ST-fAHP-
