22.6227795193;86.2068965517;IR-;
23.2462556601;86.2068965517;RMP-;
23.7234413097;86.2068965517;RH-;
23.1556948798;86.2068965517;ST-;
24.7544409613;86.2068965517;DTFS-;
24.8659003832;86.2068965517;SA-;
24.2041100662;86.2068965517;SD-;
23.9742250087;86.2068965517;fAHP-;
32.4939045629;86.2068965517;IR-RMP-;
32.4973876698;89.6551724138;IR-RH-;
34.4305120167;86.2068965517;RMP-RH-;
26.5865552072;86.2068965517;IR-ST-;
25.9735283873;86.2068965517;RMP-ST-;
25.1097178683;86.2068965517;RH-ST-;
25.7331940091;86.2068965517;IR-DTFS-;
24.1274817137;86.2068965517;RMP-DTFS-;
25.837687217;86.2068965517;RH-DTFS-;
25.8655520725;86.2068965517;ST-DTFS-;
28.7077673285;86.2068965517;IR-SA-;
28.9550679206;86.2068965517;RMP-SA-;
31.7450365726;86.2068965517;RH-SA-;
25.4162312783;86.2068965517;ST-SA-;
29.2859630791;86.2068965517;DTFS-SA-;
22.4312086381;89.6551724138;IR-SD-;
24.1065830721;86.2068965517;RMP-SD-;
24.4130964821;86.2068965517;RH-SD-;
25.4649947753;89.6551724138;ST-SD-;
22.7795193313;86.2068965517;DTFS-SD-;
24.9355625218;86.2068965517;SA-SD-;
21.7415534657;86.2068965517;IR-fAHP-;
24.9703935911;86.2068965517;RMP-fAHP-;
23.1313131313;86.2068965517;RH-fAHP-;
23.9881574365;86.2068965517;ST-fAHP-;
23.0337861373;86.2068965517;DTFS-fAHP-;
24.4723092999;86.2068965517;SA-fAHP-;
23.6328805294;89.6551724138;SD-fAHP-;
33.1626610937;86.2068965517;IR-RMP-RH-;
28.6381051898;86.2068965517;IR-RMP-ST-;
33.6154649948;86.2068965517;IR-RH-ST-;
25.5555555556;86.2068965517;RMP-RH-ST-;
28.021595263;89.6551724138;IR-RMP-DTFS-;
28.8505747126;86.2068965517;IR-RH-DTFS-;
24.973876698;86.2068965517;RMP-RH-DTFS-;
27.3772204807;86.2068965517;IR-ST-DTFS-;
23.2810867294;86.2068965517;RMP-ST-DTFS-;
26.2626262626;86.2068965517;RH-ST-DTFS-;
