51.724137931,1e-05,1,0,IR,
51.724137931,1e-05,0.1,0.1,IR,
51.724137931,1e-05,0.01,0.2,IR,
51.724137931,1e-05,0.001,0.3,IR,
51.724137931,1e-05,0.0001,0.4,IR,
51.724137931,1e-05,1e-05,0.5,IR,
51.724137931,1e-05,1e-06,0.6,IR,
51.724137931,1e-05,1e-07,0.7,IR,
51.724137931,1e-05,1e-08,0.8,IR,
51.724137931,1e-05,1e-09,0.9,IR,
51.724137931,0.0001,1,0,IR,
51.724137931,0.0001,0.1,0.1,IR,
51.724137931,0.0001,0.01,0.2,IR,
51.724137931,0.0001,0.001,0.3,IR,
51.724137931,0.0001,0.0001,0.4,IR,
51.724137931,0.0001,1e-05,0.5,IR,
51.724137931,0.0001,1e-06,0.6,IR,
51.724137931,0.0001,1e-07,0.7,IR,
51.724137931,0.0001,1e-08,0.8,IR,
51.724137931,0.0001,1e-09,0.9,IR,
51.724137931,0.001,1,0,IR,
51.724137931,0.001,0.1,0.1,IR,
51.724137931,0.001,0.01,0.2,IR,
51.724137931,0.001,0.001,0.3,IR,
51.724137931,0.001,0.0001,0.4,IR,
51.724137931,0.001,1e-05,0.5,IR,
51.724137931,0.001,1e-06,0.6,IR,
51.724137931,0.001,1e-07,0.7,IR,
51.724137931,0.001,1e-08,0.8,IR,
51.724137931,0.001,1e-09,0.9,IR,
51.724137931,0.01,1,0,IR,
51.724137931,0.01,0.1,0.1,IR,
51.724137931,0.01,0.01,0.2,IR,
51.724137931,0.01,0.001,0.3,IR,
51.724137931,0.01,0.0001,0.4,IR,
51.724137931,0.01,1e-05,0.5,IR,
51.724137931,0.01,1e-06,0.6,IR,
51.724137931,0.01,1e-07,0.7,IR,
51.724137931,0.01,1e-08,0.8,IR,
51.724137931,0.01,1e-09,0.9,IR,
51.724137931,0.1,1,0,IR,
51.724137931,0.1,0.1,0.1,IR,
51.724137931,0.1,0.01,0.2,IR,
51.724137931,0.1,0.001,0.3,IR,
51.724137931,0.1,0.0001,0.4,IR,
51.724137931,0.1,1e-05,0.5,IR,
51.724137931,0.1,1e-06,0.6,IR,
51.724137931,0.1,1e-07,0.7,IR,
51.724137931,0.1,1e-08,0.8,IR,
51.724137931,0.1,1e-09,0.9,IR,
51.724137931,1.0,1,0,IR,
51.724137931,1.0,0.1,0.1,IR,
51.724137931,1.0,0.01,0.2,IR,
51.724137931,1.0,0.001,0.3,IR,
51.724137931,1.0,0.0001,0.4,IR,
51.724137931,1.0,1e-05,0.5,IR,
51.724137931,1.0,1e-06,0.6,IR,
51.724137931,1.0,1e-07,0.7,IR,
51.724137931,1.0,1e-08,0.8,IR,
51.724137931,1.0,1e-09,0.9,IR,
51.724137931,10.0,1,0,IR,
51.724137931,10.0,0.1,0.1,IR,
51.724137931,10.0,0.01,0.2,IR,
51.724137931,10.0,0.001,0.3,IR,
51.724137931,10.0,0.0001,0.4,IR,
51.724137931,10.0,1e-05,0.5,IR,
51.724137931,10.0,1e-06,0.6,IR,
51.724137931,10.0,1e-07,0.7,IR,
51.724137931,10.0,1e-08,0.8,IR,
51.724137931,10.0,1e-09,0.9,IR,
51.724137931,100.0,1,0,IR,
51.724137931,100.0,0.1,0.1,IR,
51.724137931,100.0,0.01,0.2,IR,
51.724137931,100.0,0.001,0.3,IR,
51.724137931,100.0,0.0001,0.4,IR,
51.724137931,100.0,1e-05,0.5,IR,
51.724137931,100.0,1e-06,0.6,IR,
51.724137931,100.0,1e-07,0.7,IR,
51.724137931,100.0,1e-08,0.8,IR,
51.724137931,100.0,1e-09,0.9,IR,
51.724137931,1000.0,1,0,IR,
51.724137931,1000.0,0.1,0.1,IR,
51.724137931,1000.0,0.01,0.2,IR,
51.724137931,1000.0,0.001,0.3,IR,
51.724137931,1000.0,0.0001,0.4,IR,
51.724137931,1000.0,1e-05,0.5,IR,
48.275862069,1000.0,1e-06,0.6,IR,
51.724137931,1000.0,1e-07,0.7,IR,
51.724137931,1000.0,1e-08,0.8,IR,
48.275862069,1000.0,1e-09,0.9,IR,
48.275862069,1e-05,1,0,RMP,
48.275862069,1e-05,0.1,0.1,RMP,
48.275862069,1e-05,0.01,0.2,RMP,
51.724137931,1e-05,0.001,0.3,RMP,
51.724137931,1e-05,0.0001,0.4,RMP,
48.275862069,1e-05,1e-05,0.5,RMP,
51.724137931,1e-05,1e-06,0.6,RMP,
51.724137931,1e-05,1e-07,0.7,RMP,
48.275862069,1e-05,1e-08,0.8,RMP,
51.724137931,1e-05,1e-09,0.9,RMP,
48.275862069,0.0001,1,0,RMP,
48.275862069,0.0001,0.1,0.1,RMP,
51.724137931,0.0001,0.01,0.2,RMP,
51.724137931,0.0001,0.001,0.3,RMP,
51.724137931,0.0001,0.0001,0.4,RMP,
51.724137931,0.0001,1e-05,0.5,RMP,
51.724137931,0.0001,1e-06,0.6,RMP,
51.724137931,0.0001,1e-07,0.7,RMP,
48.275862069,0.0001,1e-08,0.8,RMP,
51.724137931,0.0001,1e-09,0.9,RMP,
51.724137931,0.001,1,0,RMP,
48.275862069,0.001,0.1,0.1,RMP,
48.275862069,0.001,0.01,0.2,RMP,
48.275862069,0.001,0.001,0.3,RMP,
51.724137931,0.001,0.0001,0.4,RMP,
51.724137931,0.001,1e-05,0.5,RMP,
51.724137931,0.001,1e-06,0.6,RMP,
51.724137931,0.001,1e-07,0.7,RMP,
51.724137931,0.001,1e-08,0.8,RMP,
48.275862069,0.001,1e-09,0.9,RMP,
51.724137931,0.01,1,0,RMP,
48.275862069,0.01,0.1,0.1,RMP,
48.275862069,0.01,0.01,0.2,RMP,
51.724137931,0.01,0.001,0.3,RMP,
51.724137931,0.01,0.0001,0.4,RMP,
51.724137931,0.01,1e-05,0.5,RMP,
51.724137931,0.01,1e-06,0.6,RMP,
51.724137931,0.01,1e-07,0.7,RMP,
51.724137931,0.01,1e-08,0.8,RMP,
51.724137931,0.01,1e-09,0.9,RMP,
48.275862069,0.1,1,0,RMP,
51.724137931,0.1,0.1,0.1,RMP,
51.724137931,0.1,0.01,0.2,RMP,
51.724137931,0.1,0.001,0.3,RMP,
51.724137931,0.1,0.0001,0.4,RMP,
51.724137931,0.1,1e-05,0.5,RMP,
51.724137931,0.1,1e-06,0.6,RMP,
51.724137931,0.1,1e-07,0.7,RMP,
51.724137931,0.1,1e-08,0.8,RMP,
51.724137931,0.1,1e-09,0.9,RMP,
51.724137931,1.0,1,0,RMP,
51.724137931,1.0,0.1,0.1,RMP,
51.724137931,1.0,0.01,0.2,RMP,
51.724137931,1.0,0.001,0.3,RMP,
62.0689655172,1.0,0.0001,0.4,RMP,
51.724137931,1.0,1e-05,0.5,RMP,
51.724137931,1.0,1e-06,0.6,RMP,
51.724137931,1.0,1e-07,0.7,RMP,
51.724137931,1.0,1e-08,0.8,RMP,
51.724137931,1.0,1e-09,0.9,RMP,
51.724137931,10.0,1,0,RMP,
51.724137931,10.0,0.1,0.1,RMP,
51.724137931,10.0,0.01,0.2,RMP,
51.724137931,10.0,0.001,0.3,RMP,
51.724137931,10.0,0.0001,0.4,RMP,
51.724137931,10.0,1e-05,0.5,RMP,
51.724137931,10.0,1e-06,0.6,RMP,
51.724137931,10.0,1e-07,0.7,RMP,
51.724137931,10.0,1e-08,0.8,RMP,
51.724137931,10.0,1e-09,0.9,RMP,
51.724137931,100.0,1,0,RMP,
51.724137931,100.0,0.1,0.1,RMP,
51.724137931,100.0,0.01,0.2,RMP,
51.724137931,100.0,0.001,0.3,RMP,
51.724137931,100.0,0.0001,0.4,RMP,
51.724137931,100.0,1e-05,0.5,RMP,
51.724137931,100.0,1e-06,0.6,RMP,
51.724137931,100.0,1e-07,0.7,RMP,
51.724137931,100.0,1e-08,0.8,RMP,
51.724137931,100.0,1e-09,0.9,RMP,
51.724137931,1000.0,1,0,RMP,
51.724137931,1000.0,0.1,0.1,RMP,
51.724137931,1000.0,0.01,0.2,RMP,
51.724137931,1000.0,0.001,0.3,RMP,
51.724137931,1000.0,0.0001,0.4,RMP,
51.724137931,1000.0,1e-05,0.5,RMP,
51.724137931,1000.0,1e-06,0.6,RMP,
51.724137931,1000.0,1e-07,0.7,RMP,
51.724137931,1000.0,1e-08,0.8,RMP,
51.724137931,1000.0,1e-09,0.9,RMP,
62.0689655172,1e-05,1,0,RH,
62.0689655172,1e-05,0.1,0.1,RH,
62.0689655172,1e-05,0.01,0.2,RH,
62.0689655172,1e-05,0.001,0.3,RH,
62.0689655172,1e-05,0.0001,0.4,RH,
62.0689655172,1e-05,1e-05,0.5,RH,
62.0689655172,1e-05,1e-06,0.6,RH,
62.0689655172,1e-05,1e-07,0.7,RH,
62.0689655172,1e-05,1e-08,0.8,RH,
62.0689655172,1e-05,1e-09,0.9,RH,
62.0689655172,0.0001,1,0,RH,
62.0689655172,0.0001,0.1,0.1,RH,
62.0689655172,0.0001,0.01,0.2,RH,
62.0689655172,0.0001,0.001,0.3,RH,
62.0689655172,0.0001,0.0001,0.4,RH,
62.0689655172,0.0001,1e-05,0.5,RH,
62.0689655172,0.0001,1e-06,0.6,RH,
62.0689655172,0.0001,1e-07,0.7,RH,
62.0689655172,0.0001,1e-08,0.8,RH,
62.0689655172,0.0001,1e-09,0.9,RH,
62.0689655172,0.001,1,0,RH,
62.0689655172,0.001,0.1,0.1,RH,
62.0689655172,0.001,0.01,0.2,RH,
62.0689655172,0.001,0.001,0.3,RH,
62.0689655172,0.001,0.0001,0.4,RH,
62.0689655172,0.001,1e-05,0.5,RH,
62.0689655172,0.001,1e-06,0.6,RH,
62.0689655172,0.001,1e-07,0.7,RH,
62.0689655172,0.001,1e-08,0.8,RH,
62.0689655172,0.001,1e-09,0.9,RH,
62.0689655172,0.01,1,0,RH,
62.0689655172,0.01,0.1,0.1,RH,
62.0689655172,0.01,0.01,0.2,RH,
62.0689655172,0.01,0.001,0.3,RH,
62.0689655172,0.01,0.0001,0.4,RH,
62.0689655172,0.01,1e-05,0.5,RH,
62.0689655172,0.01,1e-06,0.6,RH,
62.0689655172,0.01,1e-07,0.7,RH,
62.0689655172,0.01,1e-08,0.8,RH,
62.0689655172,0.01,1e-09,0.9,RH,
62.0689655172,0.1,1,0,RH,
62.0689655172,0.1,0.1,0.1,RH,
62.0689655172,0.1,0.01,0.2,RH,
62.0689655172,0.1,0.001,0.3,RH,
62.0689655172,0.1,0.0001,0.4,RH,
62.0689655172,0.1,1e-05,0.5,RH,
62.0689655172,0.1,1e-06,0.6,RH,
62.0689655172,0.1,1e-07,0.7,RH,
62.0689655172,0.1,1e-08,0.8,RH,
62.0689655172,0.1,1e-09,0.9,RH,
62.0689655172,1.0,1,0,RH,
62.0689655172,1.0,0.1,0.1,RH,
62.0689655172,1.0,0.01,0.2,RH,
62.0689655172,1.0,0.001,0.3,RH,
62.0689655172,1.0,0.0001,0.4,RH,
62.0689655172,1.0,1e-05,0.5,RH,
62.0689655172,1.0,1e-06,0.6,RH,
62.0689655172,1.0,1e-07,0.7,RH,
62.0689655172,1.0,1e-08,0.8,RH,
62.0689655172,1.0,1e-09,0.9,RH,
62.0689655172,10.0,1,0,RH,
58.6206896552,10.0,0.1,0.1,RH,
62.0689655172,10.0,0.01,0.2,RH,
58.6206896552,10.0,0.001,0.3,RH,
62.0689655172,10.0,0.0001,0.4,RH,
62.0689655172,10.0,1e-05,0.5,RH,
62.0689655172,10.0,1e-06,0.6,RH,
62.0689655172,10.0,1e-07,0.7,RH,
58.6206896552,10.0,1e-08,0.8,RH,
58.6206896552,10.0,1e-09,0.9,RH,
62.0689655172,100.0,1,0,RH,
62.0689655172,100.0,0.1,0.1,RH,
62.0689655172,100.0,0.01,0.2,RH,
62.0689655172,100.0,0.001,0.3,RH,
62.0689655172,100.0,0.0001,0.4,RH,
62.0689655172,100.0,1e-05,0.5,RH,
62.0689655172,100.0,1e-06,0.6,RH,
62.0689655172,100.0,1e-07,0.7,RH,
62.0689655172,100.0,1e-08,0.8,RH,
62.0689655172,100.0,1e-09,0.9,RH,
51.724137931,1000.0,1,0,RH,
51.724137931,1000.0,0.1,0.1,RH,
51.724137931,1000.0,0.01,0.2,RH,
51.724137931,1000.0,0.001,0.3,RH,
51.724137931,1000.0,0.0001,0.4,RH,
51.724137931,1000.0,1e-05,0.5,RH,
51.724137931,1000.0,1e-06,0.6,RH,
51.724137931,1000.0,1e-07,0.7,RH,
51.724137931,1000.0,1e-08,0.8,RH,
51.724137931,1000.0,1e-09,0.9,RH,
41.3793103448,1e-05,1,0,ST,
51.724137931,1e-05,0.1,0.1,ST,
41.3793103448,1e-05,0.01,0.2,ST,
41.3793103448,1e-05,0.001,0.3,ST,
51.724137931,1e-05,0.0001,0.4,ST,
41.3793103448,1e-05,1e-05,0.5,ST,
41.3793103448,1e-05,1e-06,0.6,ST,
41.3793103448,1e-05,1e-07,0.7,ST,
41.3793103448,1e-05,1e-08,0.8,ST,
41.3793103448,1e-05,1e-09,0.9,ST,
51.724137931,0.0001,1,0,ST,
