35.7142857143,1e-05,IR,
35.7142857143,0.0001,IR,
35.7142857143,0.001,IR,
53.5714285714,0.01,IR,
64.2857142857,0.1,IR,
64.2857142857,1.0,IR,
64.2857142857,10.0,IR,
35.7142857143,100.0,IR,
64.2857142857,1000.0,IR,
35.7142857143,10000.0,IR,
64.2857142857,100000.0,IR,
64.2857142857,1000000.0,IR,
35.7142857143,10000000.0,IR,
42.8571428571,1e-05,RMP,
42.8571428571,0.0001,RMP,
42.8571428571,0.001,RMP,
42.8571428571,0.01,RMP,
42.8571428571,0.1,RMP,
57.1428571429,1.0,RMP,
42.8571428571,10.0,RMP,
42.8571428571,100.0,RMP,
57.1428571429,1000.0,RMP,
57.1428571429,10000.0,RMP,
57.1428571429,100000.0,RMP,
42.8571428571,1000000.0,RMP,
42.8571428571,10000000.0,RMP,
46.4285714286,1e-05,RH,
46.4285714286,0.0001,RH,
46.4285714286,0.001,RH,
50.0,0.01,RH,
46.4285714286,0.1,RH,
46.4285714286,1.0,RH,
46.4285714286,10.0,RH,
46.4285714286,100.0,RH,
53.5714285714,1000.0,RH,
53.5714285714,10000.0,RH,
53.5714285714,100000.0,RH,
53.5714285714,1000000.0,RH,
46.4285714286,10000000.0,RH,
35.7142857143,1e-05,ST,
35.7142857143,0.0001,ST,
35.7142857143,0.001,ST,
35.7142857143,0.01,ST,
35.7142857143,0.1,ST,
35.7142857143,1.0,ST,
64.2857142857,10.0,ST,
35.7142857143,100.0,ST,
64.2857142857,1000.0,ST,
64.2857142857,10000.0,ST,
64.2857142857,100000.0,ST,
35.7142857143,1000000.0,ST,
64.2857142857,10000000.0,ST,
35.7142857143,1e-05,DTFS,
35.7142857143,0.0001,DTFS,
35.7142857143,0.001,DTFS,
35.7142857143,0.01,DTFS,
64.2857142857,0.1,DTFS,
35.7142857143,1.0,DTFS,
64.2857142857,10.0,DTFS,
35.7142857143,100.0,DTFS,
64.2857142857,1000.0,DTFS,
64.2857142857,10000.0,DTFS,
64.2857142857,100000.0,DTFS,
64.2857142857,1000000.0,DTFS,
35.7142857143,10000000.0,DTFS,
39.2857142857,1e-05,SA,
39.2857142857,0.0001,SA,
39.2857142857,0.001,SA,
39.2857142857,0.01,SA,
64.2857142857,0.1,SA,
39.2857142857,1.0,SA,
39.2857142857,10.0,SA,
64.2857142857,100.0,SA,
39.2857142857,1000.0,SA,
60.7142857143,10000.0,SA,
39.2857142857,100000.0,SA,
60.7142857143,1000000.0,SA,
39.2857142857,10000000.0,SA,
50.0,1e-05,SD,
50.0,0.0001,SD,
50.0,0.001,SD,
57.1428571429,0.01,SD,
57.1428571429,0.1,SD,
60.7142857143,1.0,SD,
50.0,10.0,SD,
50.0,100.0,SD,
50.0,1000.0,SD,
50.0,10000.0,SD,
50.0,100000.0,SD,
50.0,1000000.0,SD,
50.0,10000000.0,SD,
39.2857142857,1e-05,fAHP,
39.2857142857,0.0001,fAHP,
39.2857142857,0.001,fAHP,
39.2857142857,0.01,fAHP,
39.2857142857,0.1,fAHP,
32.1428571429,1.0,fAHP,
32.1428571429,10.0,fAHP,
35.7142857143,100.0,fAHP,
60.7142857143,1000.0,fAHP,
39.2857142857,10000.0,fAHP,
60.7142857143,100000.0,fAHP,
64.2857142857,1000000.0,fAHP,
39.2857142857,10000000.0,fAHP,
67.8571428571,1e-05,IR,RMP,
67.8571428571,0.0001,IR,RMP,
67.8571428571,0.001,IR,RMP,
57.1428571429,0.01,IR,RMP,
57.1428571429,0.1,IR,RMP,
42.8571428571,1.0,IR,RMP,
42.8571428571,10.0,IR,RMP,
42.8571428571,100.0,IR,RMP,
57.1428571429,1000.0,IR,RMP,
42.8571428571,10000.0,IR,RMP,
42.8571428571,100000.0,IR,RMP,
57.1428571429,1000000.0,IR,RMP,
57.1428571429,10000000.0,IR,RMP,
50.0,1e-05,IR,RH,
50.0,0.0001,IR,RH,
53.5714285714,0.001,IR,RH,
60.7142857143,0.01,IR,RH,
46.4285714286,0.1,IR,RH,
46.4285714286,1.0,IR,RH,
53.5714285714,10.0,IR,RH,
46.4285714286,100.0,IR,RH,
53.5714285714,1000.0,IR,RH,
46.4285714286,10000.0,IR,RH,
53.5714285714,100000.0,IR,RH,
46.4285714286,1000000.0,IR,RH,
53.5714285714,10000000.0,IR,RH,
50.0,1e-05,RMP,RH,
50.0,0.0001,RMP,RH,
46.4285714286,0.001,RMP,RH,
57.1428571429,0.01,RMP,RH,
50.0,0.1,RMP,RH,
50.0,1.0,RMP,RH,
50.0,10.0,RMP,RH,
50.0,100.0,RMP,RH,
50.0,1000.0,RMP,RH,
50.0,10000.0,RMP,RH,
57.1428571429,100000.0,RMP,RH,
50.0,1000000.0,RMP,RH,
50.0,10000000.0,RMP,RH,
71.4285714286,1e-05,IR,ST,
71.4285714286,0.0001,IR,ST,
75.0,0.001,IR,ST,
42.8571428571,0.01,IR,ST,
42.8571428571,0.1,IR,ST,
42.8571428571,1.0,IR,ST,
42.8571428571,10.0,IR,ST,
57.1428571429,100.0,IR,ST,
57.1428571429,1000.0,IR,ST,
42.8571428571,10000.0,IR,ST,
42.8571428571,100000.0,IR,ST,
57.1428571429,1000000.0,IR,ST,
57.1428571429,10000000.0,IR,ST,
46.4285714286,1e-05,RMP,ST,
42.8571428571,0.0001,RMP,ST,
42.8571428571,0.001,RMP,ST,
42.8571428571,0.01,RMP,ST,
50.0,0.1,RMP,ST,
50.0,1.0,RMP,ST,
50.0,10.0,RMP,ST,
50.0,100.0,RMP,ST,
50.0,1000.0,RMP,ST,
50.0,10000.0,RMP,ST,
50.0,100000.0,RMP,ST,
50.0,1000000.0,RMP,ST,
50.0,10000000.0,RMP,ST,
42.8571428571,1e-05,RH,ST,
50.0,0.0001,RH,ST,
50.0,0.001,RH,ST,
60.7142857143,0.01,RH,ST,
39.2857142857,0.1,RH,ST,
67.8571428571,1.0,RH,ST,
39.2857142857,10.0,RH,ST,
60.7142857143,100.0,RH,ST,
60.7142857143,1000.0,RH,ST,
39.2857142857,10000.0,RH,ST,
39.2857142857,100000.0,RH,ST,
71.4285714286,1000000.0,RH,ST,
39.2857142857,10000000.0,RH,ST,
50.0,1e-05,IR,DTFS,
50.0,0.0001,IR,DTFS,
60.7142857143,0.001,IR,DTFS,
50.0,0.01,IR,DTFS,
46.4285714286,0.1,IR,DTFS,
50.0,1.0,IR,DTFS,
53.5714285714,10.0,IR,DTFS,
53.5714285714,100.0,IR,DTFS,
50.0,1000.0,IR,DTFS,
46.4285714286,10000.0,IR,DTFS,
46.4285714286,100000.0,IR,DTFS,
46.4285714286,1000000.0,IR,DTFS,
46.4285714286,10000000.0,IR,DTFS,
46.4285714286,1e-05,RMP,DTFS,
42.8571428571,0.0001,RMP,DTFS,
46.4285714286,0.001,RMP,DTFS,
39.2857142857,0.01,RMP,DTFS,
46.4285714286,0.1,RMP,DTFS,
46.4285714286,1.0,RMP,DTFS,
46.4285714286,10.0,RMP,DTFS,
46.4285714286,100.0,RMP,DTFS,
46.4285714286,1000.0,RMP,DTFS,
46.4285714286,10000.0,RMP,DTFS,
53.5714285714,100000.0,RMP,DTFS,
46.4285714286,1000000.0,RMP,DTFS,
46.4285714286,10000000.0,RMP,DTFS,
53.5714285714,1e-05,RH,DTFS,
50.0,0.0001,RH,DTFS,
50.0,0.001,RH,DTFS,
57.1428571429,0.01,RH,DTFS,
57.1428571429,0.1,RH,DTFS,
60.7142857143,1.0,RH,DTFS,
57.1428571429,10.0,RH,DTFS,
42.8571428571,100.0,RH,DTFS,
42.8571428571,1000.0,RH,DTFS,
42.8571428571,10000.0,RH,DTFS,
57.1428571429,100000.0,RH,DTFS,
60.7142857143,1000000.0,RH,DTFS,
42.8571428571,10000000.0,RH,DTFS,
50.0,1e-05,ST,DTFS,
46.4285714286,0.0001,ST,DTFS,
42.8571428571,0.001,ST,DTFS,
46.4285714286,0.01,ST,DTFS,
42.8571428571,0.1,ST,DTFS,
42.8571428571,1.0,ST,DTFS,
42.8571428571,10.0,ST,DTFS,
42.8571428571,100.0,ST,DTFS,
42.8571428571,1000.0,ST,DTFS,
42.8571428571,10000.0,ST,DTFS,
57.1428571429,100000.0,ST,DTFS,
