41.3793103448,1e-05,1000,IR,
41.3793103448,1e-05,100.0,IR,
41.3793103448,1e-05,10.0,IR,
41.3793103448,1e-05,1.0,IR,
41.3793103448,1e-05,0.1,IR,
41.3793103448,1e-05,0.01,IR,
41.3793103448,1e-05,0.001,IR,
41.3793103448,1e-05,0.0001,IR,
41.3793103448,1e-05,1e-05,IR,
41.3793103448,1e-05,1e-06,IR,
41.3793103448,1e-05,1e-07,IR,
41.3793103448,1e-05,1e-08,IR,
41.3793103448,1e-05,1e-09,IR,
41.3793103448,1e-05,1e-10,IR,
41.3793103448,1e-05,1e-11,IR,
41.3793103448,1e-05,1e-12,IR,
41.3793103448,0.0001,1000,IR,
41.3793103448,0.0001,100.0,IR,
41.3793103448,0.0001,10.0,IR,
41.3793103448,0.0001,1.0,IR,
41.3793103448,0.0001,0.1,IR,
41.3793103448,0.0001,0.01,IR,
41.3793103448,0.0001,0.001,IR,
41.3793103448,0.0001,0.0001,IR,
41.3793103448,0.0001,1e-05,IR,
41.3793103448,0.0001,1e-06,IR,
41.3793103448,0.0001,1e-07,IR,
41.3793103448,0.0001,1e-08,IR,
41.3793103448,0.0001,1e-09,IR,
41.3793103448,0.0001,1e-10,IR,
41.3793103448,0.0001,1e-11,IR,
41.3793103448,0.0001,1e-12,IR,
41.3793103448,0.001,1000,IR,
41.3793103448,0.001,100.0,IR,
41.3793103448,0.001,10.0,IR,
41.3793103448,0.001,1.0,IR,
41.3793103448,0.001,0.1,IR,
41.3793103448,0.001,0.01,IR,
41.3793103448,0.001,0.001,IR,
41.3793103448,0.001,0.0001,IR,
41.3793103448,0.001,1e-05,IR,
41.3793103448,0.001,1e-06,IR,
41.3793103448,0.001,1e-07,IR,
41.3793103448,0.001,1e-08,IR,
41.3793103448,0.001,1e-09,IR,
41.3793103448,0.001,1e-10,IR,
41.3793103448,0.001,1e-11,IR,
41.3793103448,0.001,1e-12,IR,
41.3793103448,0.01,1000,IR,
41.3793103448,0.01,100.0,IR,
41.3793103448,0.01,10.0,IR,
41.3793103448,0.01,1.0,IR,
41.3793103448,0.01,0.1,IR,
41.3793103448,0.01,0.01,IR,
41.3793103448,0.01,0.001,IR,
41.3793103448,0.01,0.0001,IR,
41.3793103448,0.01,1e-05,IR,
41.3793103448,0.01,1e-06,IR,
41.3793103448,0.01,1e-07,IR,
41.3793103448,0.01,1e-08,IR,
41.3793103448,0.01,1e-09,IR,
41.3793103448,0.01,1e-10,IR,
41.3793103448,0.01,1e-11,IR,
41.3793103448,0.01,1e-12,IR,
41.3793103448,0.1,1000,IR,
41.3793103448,0.1,100.0,IR,
41.3793103448,0.1,10.0,IR,
41.3793103448,0.1,1.0,IR,
41.3793103448,0.1,0.1,IR,
41.3793103448,0.1,0.01,IR,
41.3793103448,0.1,0.001,IR,
41.3793103448,0.1,0.0001,IR,
41.3793103448,0.1,1e-05,IR,
41.3793103448,0.1,1e-06,IR,
41.3793103448,0.1,1e-07,IR,
41.3793103448,0.1,1e-08,IR,
41.3793103448,0.1,1e-09,IR,
41.3793103448,0.1,1e-10,IR,
41.3793103448,0.1,1e-11,IR,
41.3793103448,0.1,1e-12,IR,
41.3793103448,1.0,1000,IR,
41.3793103448,1.0,100.0,IR,
41.3793103448,1.0,10.0,IR,
41.3793103448,1.0,1.0,IR,
41.3793103448,1.0,0.1,IR,
41.3793103448,1.0,0.01,IR,
41.3793103448,1.0,0.001,IR,
37.9310344828,1.0,0.0001,IR,
55.1724137931,1.0,1e-05,IR,
41.3793103448,1.0,1e-06,IR,
41.3793103448,1.0,1e-07,IR,
41.3793103448,1.0,1e-08,IR,
41.3793103448,1.0,1e-09,IR,
41.3793103448,1.0,1e-10,IR,
41.3793103448,1.0,1e-11,IR,
41.3793103448,1.0,1e-12,IR,
41.3793103448,10.0,1000,IR,
41.3793103448,10.0,100.0,IR,
41.3793103448,10.0,10.0,IR,
41.3793103448,10.0,1.0,IR,
41.3793103448,10.0,0.1,IR,
41.3793103448,10.0,0.01,IR,
41.3793103448,10.0,0.001,IR,
41.3793103448,10.0,0.0001,IR,
58.6206896552,10.0,1e-05,IR,
44.8275862069,10.0,1e-06,IR,
41.3793103448,10.0,1e-07,IR,
41.3793103448,10.0,1e-08,IR,
41.3793103448,10.0,1e-09,IR,
41.3793103448,10.0,1e-10,IR,
41.3793103448,10.0,1e-11,IR,
41.3793103448,10.0,1e-12,IR,
41.3793103448,100.0,1000,IR,
41.3793103448,100.0,100.0,IR,
41.3793103448,100.0,10.0,IR,
41.3793103448,100.0,1.0,IR,
41.3793103448,100.0,0.1,IR,
41.3793103448,100.0,0.01,IR,
41.3793103448,100.0,0.001,IR,
41.3793103448,100.0,0.0001,IR,
58.6206896552,100.0,1e-05,IR,
44.8275862069,100.0,1e-06,IR,
44.8275862069,100.0,1e-07,IR,
41.3793103448,100.0,1e-08,IR,
41.3793103448,100.0,1e-09,IR,
41.3793103448,100.0,1e-10,IR,
41.3793103448,100.0,1e-11,IR,
41.3793103448,100.0,1e-12,IR,
41.3793103448,1000.0,1000,IR,
41.3793103448,1000.0,100.0,IR,
41.3793103448,1000.0,10.0,IR,
41.3793103448,1000.0,1.0,IR,
41.3793103448,1000.0,0.1,IR,
41.3793103448,1000.0,0.01,IR,
41.3793103448,1000.0,0.001,IR,
41.3793103448,1000.0,0.0001,IR,
58.6206896552,1000.0,1e-05,IR,
48.275862069,1000.0,1e-06,IR,
44.8275862069,1000.0,1e-07,IR,
44.8275862069,1000.0,1e-08,IR,
41.3793103448,1000.0,1e-09,IR,
41.3793103448,1000.0,1e-10,IR,
41.3793103448,1000.0,1e-11,IR,
41.3793103448,1000.0,1e-12,IR,
41.3793103448,10000.0,1000,IR,
41.3793103448,10000.0,100.0,IR,
41.3793103448,10000.0,10.0,IR,
41.3793103448,10000.0,1.0,IR,
41.3793103448,10000.0,0.1,IR,
41.3793103448,10000.0,0.01,IR,
44.8275862069,10000.0,0.001,IR,
41.3793103448,10000.0,0.0001,IR,
58.6206896552,10000.0,1e-05,IR,
58.6206896552,10000.0,1e-06,IR,
48.275862069,10000.0,1e-07,IR,
44.8275862069,10000.0,1e-08,IR,
44.8275862069,10000.0,1e-09,IR,
41.3793103448,10000.0,1e-10,IR,
41.3793103448,10000.0,1e-11,IR,
41.3793103448,10000.0,1e-12,IR,
41.3793103448,100000.0,1000,IR,
41.3793103448,100000.0,100.0,IR,
41.3793103448,100000.0,10.0,IR,
41.3793103448,100000.0,1.0,IR,
41.3793103448,100000.0,0.1,IR,
41.3793103448,100000.0,0.01,IR,
41.3793103448,100000.0,0.001,IR,
41.3793103448,100000.0,0.0001,IR,
58.6206896552,100000.0,1e-05,IR,
55.1724137931,100000.0,1e-06,IR,
48.275862069,100000.0,1e-07,IR,
48.275862069,100000.0,1e-08,IR,
44.8275862069,100000.0,1e-09,IR,
44.8275862069,100000.0,1e-10,IR,
41.3793103448,100000.0,1e-11,IR,
41.3793103448,100000.0,1e-12,IR,
41.3793103448,1000000.0,1000,IR,
41.3793103448,1000000.0,100.0,IR,
41.3793103448,1000000.0,10.0,IR,
41.3793103448,1000000.0,1.0,IR,
41.3793103448,1000000.0,0.1,IR,
41.3793103448,1000000.0,0.01,IR,
41.3793103448,1000000.0,0.001,IR,
41.3793103448,1000000.0,0.0001,IR,
58.6206896552,1000000.0,1e-05,IR,
55.1724137931,1000000.0,1e-06,IR,
48.275862069,1000000.0,1e-07,IR,
48.275862069,1000000.0,1e-08,IR,
48.275862069,1000000.0,1e-09,IR,
44.8275862069,1000000.0,1e-10,IR,
44.8275862069,1000000.0,1e-11,IR,
41.3793103448,1000000.0,1e-12,IR,
41.3793103448,10000000.0,1000,IR,
41.3793103448,10000000.0,100.0,IR,
41.3793103448,10000000.0,10.0,IR,
41.3793103448,10000000.0,1.0,IR,
41.3793103448,10000000.0,0.1,IR,
41.3793103448,10000000.0,0.01,IR,
41.3793103448,10000000.0,0.001,IR,
41.3793103448,10000000.0,0.0001,IR,
58.6206896552,10000000.0,1e-05,IR,
55.1724137931,10000000.0,1e-06,IR,
58.6206896552,10000000.0,1e-07,IR,
48.275862069,10000000.0,1e-08,IR,
48.275862069,10000000.0,1e-09,IR,
48.275862069,10000000.0,1e-10,IR,
44.8275862069,10000000.0,1e-11,IR,
44.8275862069,10000000.0,1e-12,IR,
41.3793103448,1e-05,1000,RMP,
41.3793103448,1e-05,100.0,RMP,
41.3793103448,1e-05,10.0,RMP,
41.3793103448,1e-05,1.0,RMP,
41.3793103448,1e-05,0.1,RMP,
41.3793103448,1e-05,0.01,RMP,
41.3793103448,1e-05,0.001,RMP,
41.3793103448,1e-05,0.0001,RMP,
41.3793103448,1e-05,1e-05,RMP,
41.3793103448,1e-05,1e-06,RMP,
41.3793103448,1e-05,1e-07,RMP,
41.3793103448,1e-05,1e-08,RMP,
41.3793103448,1e-05,1e-09,RMP,
41.3793103448,1e-05,1e-10,RMP,
41.3793103448,1e-05,1e-11,RMP,
41.3793103448,1e-05,1e-12,RMP,
41.3793103448,0.0001,1000,RMP,
41.3793103448,0.0001,100.0,RMP,
41.3793103448,0.0001,10.0,RMP,
41.3793103448,0.0001,1.0,RMP,
41.3793103448,0.0001,0.1,RMP,
41.3793103448,0.0001,0.01,RMP,
41.3793103448,0.0001,0.001,RMP,
41.3793103448,0.0001,0.0001,RMP,
41.3793103448,0.0001,1e-05,RMP,
41.3793103448,0.0001,1e-06,RMP,
41.3793103448,0.0001,1e-07,RMP,
41.3793103448,0.0001,1e-08,RMP,
41.3793103448,0.0001,1e-09,RMP,
41.3793103448,0.0001,1e-10,RMP,
41.3793103448,0.0001,1e-11,RMP,
41.3793103448,0.0001,1e-12,RMP,
41.3793103448,0.001,1000,RMP,
41.3793103448,0.001,100.0,RMP,
41.3793103448,0.001,10.0,RMP,
41.3793103448,0.001,1.0,RMP,
41.3793103448,0.001,0.1,RMP,
41.3793103448,0.001,0.01,RMP,
41.3793103448,0.001,0.001,RMP,
41.3793103448,0.001,0.0001,RMP,
41.3793103448,0.001,1e-05,RMP,
41.3793103448,0.001,1e-06,RMP,
41.3793103448,0.001,1e-07,RMP,
41.3793103448,0.001,1e-08,RMP,
41.3793103448,0.001,1e-09,RMP,
41.3793103448,0.001,1e-10,RMP,
41.3793103448,0.001,1e-11,RMP,
41.3793103448,0.001,1e-12,RMP,
41.3793103448,0.01,1000,RMP,
41.3793103448,0.01,100.0,RMP,
41.3793103448,0.01,10.0,RMP,
41.3793103448,0.01,1.0,RMP,
41.3793103448,0.01,0.1,RMP,
41.3793103448,0.01,0.01,RMP,
41.3793103448,0.01,0.001,RMP,
41.3793103448,0.01,0.0001,RMP,
41.3793103448,0.01,1e-05,RMP,
41.3793103448,0.01,1e-06,RMP,
41.3793103448,0.01,1e-07,RMP,
41.3793103448,0.01,1e-08,RMP,
41.3793103448,0.01,1e-09,RMP,
41.3793103448,0.01,1e-10,RMP,
